CustomerID,BirthDate,Age,Gender,ZIP,SocioEconomicIndex,PD_Rating,CreditProductCode,IsBankCard,CardStatus,DebtHistory_1_Date,DebtHistory_1_Amount,DebtHistory_1_ReturnReason,DebtHistory_1_CollectionChannel,DebtHistory_1_CollectionChannelCode,DebtHistory_1_CollectionDays,DebtHistory_2_Date,DebtHistory_2_Amount,DebtHistory_2_ReturnReason,DebtHistory_2_CollectionChannel,DebtHistory_2_CollectionChannelCode,DebtHistory_2_CollectionDays,DebtHistory_3_Date,DebtHistory_3_Amount,DebtHistory_3_ReturnReason,DebtHistory_3_CollectionChannel,DebtHistory_3_CollectionChannelCode,DebtHistory_3_CollectionDays,DebtHistory_4_Date,DebtHistory_4_Amount,DebtHistory_4_ReturnReason,DebtHistory_4_CollectionChannel,DebtHistory_4_CollectionChannelCode,DebtHistory_4_CollectionDays,DebtHistory_5_Date,DebtHistory_5_Amount,DebtHistory_5_ReturnReason,DebtHistory_5_CollectionChannel,DebtHistory_5_CollectionChannelCode,DebtHistory_5_CollectionDays,Alert_1_Code,Alert_1_Date,Alert_2_Code,Alert_2_Date,Alert_3_Code,Alert_3_Date,Alert_4_Code,Alert_4_Date,Alert_5_Code,Alert_5_Date
300474,13/07/1968,58,Male,13147,7,High,4,0,Blocked,14/10/2025,1186.06,TechnicalError,App,1,8,28/11/2025,4792.89,InsufficientFunds,CallCenter,3,7,12/01/2026,7435.16,InsufficientFunds,Branch,2,75,,,,,,,,,,,,,,,,,,,,,127,19/10/2025
300475,15/03/1965,61,Other,29610,9,Low,4,1,Blocked,01/07/2025,658.31,TechnicalError,App,3,134,,,,,,,,,,,,,,,,,,,,,,,,,149,08/05/2025,108,17/01/2026,,,122,20/11/2025,,
300476,08/09/1994,31,Male,22612,2,Medium,3,1,Active,29/06/2018,7186.97,CardExpired,Branch,1,135,13/08/2018,1724.87,CardExpired,Branch,3,84,27/09/2018,8167.24,CardExpired,CallCenter,2,53,,,,,,,,,,,,,,,,,178,14/03/2025,,,,
300477,12/09/1962,63,Other,55856,3,Medium,4,0,Blocked,12/01/2015,6537.09,InsufficientFunds,CallCenter,3,157,26/02/2015,1395.04,TechnicalError,CallCenter,2,5,12/04/2015,5324.17,CardExpired,App,3,141,27/05/2015,7962.84,CardExpired,App,3,92,,,,,,,195,09/07/2024,,,146,25/05/2024,,,176,06/03/2024
300478,04/11/1970,55,Male,85061,9,Low,4,1,Active,06/10/2022,4432.98,TechnicalError,CallCenter,3,157,20/11/2022,9886.46,TechnicalError,Branch,1,155,04/01/2023,124.71,InsufficientFunds,App,1,53,18/02/2023,875.82,InsufficientFunds,CallCenter,1,173,04/04/2023,7055.85,InsufficientFunds,App,3,153,140,02/06/2025,,,,,,,161,15/06/2025
300479,05/07/1984,41,Other,33630,3,Low,4,0,Expired,28/02/2020,7529.74,TechnicalError,CallCenter,3,76,13/04/2020,3098.33,TechnicalError,CallCenter,2,135,28/05/2020,9901.95,TechnicalError,Branch,2,26,12/07/2020,4239.58,TechnicalError,CallCenter,1,87,,,,,,,,,,,187,26/07/2024,103,10/08/2024,,
300480,08/12/1952,74,Female,65817,1,Low,3,1,Active,18/01/2017,9693.39,InsufficientFunds,App,1,48,04/03/2017,7919.19,TechnicalError,CallCenter,1,90,18/04/2017,622.83,InsufficientFunds,Branch,1,144,02/06/2017,2146.85,InsufficientFunds,CallCenter,1,53,17/07/2017,3674.45,InsufficientFunds,App,2,111,,,106,11/08/2025,,,101,09/08/2025,129,27/10/2025
300481,16/07/1968,58,Male,39374,3,Medium,2,0,Expired,28/05/2016,6815.48,CardExpired,CallCenter,2,171,12/07/2016,4089.05,InsufficientFunds,Branch,3,119,26/08/2016,3727.45,TechnicalError,Branch,3,164,,,,,,,,,,,,,,,,,190,21/11/2025,,,123,06/12/2025
300482,25/08/1958,67,Male,51787,8,Low,2,1,Expired,03/01/2018,6892.2,TechnicalError,CallCenter,3,177,17/02/2018,442.26,TechnicalError,CallCenter,2,46,,,,,,,,,,,,,,,,,,,,,,,,,,,181,28/11/2025
300483,24/02/1990,35,Male,50692,4,Low,1,1,Blocked,22/03/2016,6321.49,InsufficientFunds,CallCenter,1,62,06/05/2016,5874.32,CardExpired,Branch,3,136,20/06/2016,3189.42,CardExpired,CallCenter,2,150,04/08/2016,2903.22,CardExpired,Branch,3,72,18/09/2016,2612.95,InsufficientFunds,App,2,64,142,18/10/2024,,,121,05/12/2024,104,24/03/2025,,
300484,07/02/1988,37,Other,54115,1,High,4,1,Active,22/05/2022,7425.75,InsufficientFunds,Branch,1,85,,,,,,,,,,,,,,,,,,,,,,,,,110,21/11/2024,,,132,11/06/2025,,,,
300485,26/06/1973,52,Male,87285,8,High,3,0,Blocked,23/04/2020,1859.82,TechnicalError,Branch,2,1,07/06/2020,4006.96,TechnicalError,App,1,114,,,,,,,,,,,,,,,,,,,192,22/03/2025,,,,,,,155,14/01/2025
300486,18/10/1987,38,Female,97372,2,Medium,4,1,Expired,12/03/2024,3652.86,TechnicalError,Branch,1,116,26/04/2024,7875.49,InsufficientFunds,Branch,2,21,10/06/2024,8949.69,InsufficientFunds,Branch,3,43,25/07/2024,696.34,CardExpired,App,3,147,08/09/2024,8899.96,TechnicalError,Branch,2,72,131,04/09/2024,,,,,179,17/12/2024,,
300487,20/04/1951,75,Female,50121,5,High,2,1,Expired,03/03/2022,1898.49,InsufficientFunds,CallCenter,3,18,17/04/2022,9174.38,TechnicalError,App,2,60,01/06/2022,5564.04,InsufficientFunds,App,2,86,16/07/2022,7847.11,TechnicalError,CallCenter,1,116,30/08/2022,4026.44,InsufficientFunds,Branch,2,156,179,12/07/2025,,,,,,,,
300488,10/11/1993,32,Other,34464,6,High,2,0,Active,17/12/2015,7456.91,InsufficientFunds,Branch,1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,29/11/2024,,,184,13/05/2025
300489,16/12/1966,59,Other,14878,7,High,3,1,Blocked,30/11/2019,7616.55,InsufficientFunds,Branch,3,85,14/01/2020,8138.55,TechnicalError,Branch,1,18,,,,,,,,,,,,,,,,,,,111,22/11/2024,133,23/03/2025,,,123,30/05/2025,112,28/09/2025
300490,04/04/1981,44,Male,99594,5,High,2,0,Blocked,05/12/2021,1108.63,InsufficientFunds,CallCenter,1,54,,,,,,,,,,,,,,,,,,,,,,,,,174,02/12/2024,,,,,,,146,09/12/2024
300491,13/03/1947,79,Male,75848,8,High,1,0,Active,15/10/2017,5533.46,InsufficientFunds,CallCenter,3,67,29/11/2017,7977.91,TechnicalError,App,3,137,13/01/2018,2800.81,CardExpired,CallCenter,3,178,27/02/2018,4156.75,InsufficientFunds,App,3,168,13/04/2018,7276.38,InsufficientFunds,Branch,3,30,,,167,23/02/2026,124,27/06/2025,,,,
300492,16/07/1978,47,Male,84723,9,Low,1,0,Blocked,25/11/2017,615.63,InsufficientFunds,Branch,2,171,09/01/2018,9407.48,TechnicalError,App,1,1,23/02/2018,8006.08,TechnicalError,CallCenter,2,64,,,,,,,,,,,,,,,,,,,100,12/05/2025,,
300493,03/12/1971,54,Male,74803,4,Low,2,0,Expired,25/11/2015,428.89,TechnicalError,CallCenter,1,178,09/01/2016,570.5,CardExpired,CallCenter,2,78,23/02/2016,737.31,TechnicalError,App,1,139,08/04/2016,1743.29,InsufficientFunds,CallCenter,2,41,,,,,,,115,07/08/2024,,,,,,,,
300494,04/12/2003,22,Female,94051,8,Low,4,0,Blocked,18/08/2021,8622.3,CardExpired,App,1,109,02/10/2021,3500.25,TechnicalError,CallCenter,3,104,16/11/2021,5013.3,InsufficientFunds,App,3,55,31/12/2021,4697.05,CardExpired,CallCenter,3,45,,,,,,,,,,,,,,,119,08/05/2024
300495,03/03/1944,81,Other,32484,2,High,4,0,Expired,04/07/2024,9098.39,TechnicalError,CallCenter,3,140,18/08/2024,7112.7,InsufficientFunds,App,1,143,02/10/2024,3186.65,InsufficientFunds,Branch,1,86,,,,,,,,,,,,,,,,,199,10/11/2024,157,25/11/2024,184,08/07/2024
300496,22/04/1943,82,Other,37870,8,Medium,2,1,Expired,29/10/2016,421.88,InsufficientFunds,Branch,3,69,13/12/2016,520.16,InsufficientFunds,App,1,127,27/01/2017,7842.69,InsufficientFunds,Branch,2,129,,,,,,,,,,,,,130,13/04/2025,,,,,191,11/04/2025,168,16/03/2025
300497,08/05/1958,67,Other,92284,6,Low,4,1,Active,29/11/2023,2749,InsufficientFunds,Branch,3,52,13/01/2024,4320.87,InsufficientFunds,App,3,39,27/02/2024,3337.56,InsufficientFunds,CallCenter,3,17,12/04/2024,939.94,CardExpired,App,1,145,,,,,,,,,,,137,13/09/2024,170,16/02/2025,,
300498,03/01/1971,54,Male,95942,1,Low,2,0,Expired,13/12/2016,127.83,CardExpired,Branch,3,165,27/01/2017,6692.55,TechnicalError,CallCenter,3,142,,,,,,,,,,,,,,,,,,,,,,,,,127,29/03/2025,189,25/02/2025
300499,02/08/1985,40,Male,64637,5,Medium,1,1,Active,18/12/2017,3027.18,InsufficientFunds,CallCenter,1,23,01/02/2018,7976.03,CardExpired,CallCenter,2,50,,,,,,,,,,,,,,,,,,,109,09/10/2024,,,,,,,146,17/11/2024
300500,09/06/2007,18,Female,59881,8,High,2,1,Active,09/01/2017,2904.67,InsufficientFunds,Branch,3,179,23/02/2017,6424.17,CardExpired,App,1,160,09/04/2017,3840.21,CardExpired,Branch,3,48,,,,,,,,,,,,,,,152,31/07/2025,,,175,19/07/2025,,
300501,10/02/1948,77,Female,11019,8,High,1,1,Blocked,23/10/2023,9334.03,CardExpired,CallCenter,2,92,07/12/2023,8115.03,CardExpired,CallCenter,3,93,21/01/2024,8634.35,InsufficientFunds,Branch,1,109,06/03/2024,7450.5,TechnicalError,App,1,42,,,,,,,,,,,,,148,08/05/2024,175,17/06/2024
300502,10/05/1989,37,Other,70714,9,Medium,1,0,Blocked,15/07/2024,9104.72,TechnicalError,Branch,1,4,29/08/2024,5643.14,InsufficientFunds,CallCenter,2,115,,,,,,,,,,,,,,,,,,,,,130,16/12/2025,147,11/10/2025,188,08/12/2025,106,21/10/2025
300503,22/11/1955,71,Male,35316,6,Medium,2,0,Blocked,17/07/2025,1688.21,InsufficientFunds,CallCenter,2,98,31/08/2025,560.73,InsufficientFunds,Branch,1,159,,,,,,,,,,,,,,,,,,,,,,,197,15/11/2025,,,,
300504,14/06/1992,33,Other,41824,7,Low,4,1,Expired,22/05/2021,4672.9,TechnicalError,CallCenter,1,68,06/07/2021,6869.5,InsufficientFunds,CallCenter,3,42,20/08/2021,1830.23,CardExpired,Branch,1,31,04/10/2021,8033.61,InsufficientFunds,CallCenter,2,109,,,,,,,,,178,05/06/2025,198,10/11/2024,,,168,01/10/2024
300505,19/09/1963,62,Male,45149,8,High,2,0,Active,25/12/2024,6526,CardExpired,Branch,1,41,08/02/2025,6607.75,TechnicalError,CallCenter,3,10,25/03/2025,1950.81,InsufficientFunds,CallCenter,2,148,09/05/2025,4608.04,CardExpired,Branch,2,160,,,,,,,,,,,180,27/02/2025,189,24/07/2024,101,16/06/2025
300506,16/04/1947,78,Female,56155,5,Medium,2,0,Expired,23/05/2019,1047.77,TechnicalError,Branch,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,15/07/2024,,
300507,24/02/1945,80,Female,72354,3,Low,2,1,Expired,08/10/2016,1091.25,TechnicalError,App,3,129,22/11/2016,8118.71,InsufficientFunds,CallCenter,2,30,06/01/2017,3233.42,CardExpired,CallCenter,1,55,,,,,,,,,,,,,,,,,108,13/02/2025,188,03/11/2024,,
300508,20/10/1994,31,Male,84967,4,High,3,0,Expired,07/01/2018,2693.7,CardExpired,App,2,56,21/02/2018,6174.07,TechnicalError,App,1,25,07/04/2018,51.2,CardExpired,App,1,164,22/05/2018,5268.75,TechnicalError,Branch,3,165,,,,,,,173,01/02/2025,126,04/07/2024,,,,,,
300509,13/06/1976,50,Female,27286,5,Low,1,0,Active,21/02/2023,6729.15,InsufficientFunds,Branch,3,120,07/04/2023,6559.16,InsufficientFunds,App,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300510,14/12/1969,57,Male,39990,8,Medium,3,0,Active,17/01/2025,7881.68,InsufficientFunds,CallCenter,3,119,03/03/2025,3400.06,TechnicalError,CallCenter,1,88,17/04/2025,7943.51,CardExpired,App,3,50,,,,,,,,,,,,,147,14/04/2026,,,,,192,18/05/2025,,
300511,18/01/1943,82,Male,93757,4,High,3,0,Expired,07/03/2016,8985.93,TechnicalError,Branch,1,170,21/04/2016,2916.29,InsufficientFunds,App,1,123,05/06/2016,9387.53,TechnicalError,CallCenter,2,44,20/07/2016,3973.49,TechnicalError,Branch,2,101,03/09/2016,2660.59,InsufficientFunds,CallCenter,2,111,171,19/03/2024,,,196,08/07/2024,,,176,21/12/2024
300512,04/02/2003,23,Other,82077,5,High,2,1,Expired,27/06/2025,6949.55,TechnicalError,CallCenter,3,177,11/08/2025,6477.53,InsufficientFunds,CallCenter,1,72,25/09/2025,8302.36,InsufficientFunds,App,3,63,09/11/2025,5930.15,TechnicalError,App,3,178,,,,,,,,,171,13/03/2025,158,19/08/2025,,,133,29/01/2026
300513,05/12/1988,37,Other,96375,5,Medium,1,0,Expired,17/01/2019,9221.77,CardExpired,App,1,56,03/03/2019,4263.21,InsufficientFunds,App,2,100,17/04/2019,5812.32,CardExpired,Branch,1,159,,,,,,,,,,,,,,,150,02/02/2025,,,164,20/03/2025,145,26/11/2024
300514,03/12/1981,44,Other,72185,9,High,4,1,Blocked,07/07/2021,7847.9,InsufficientFunds,CallCenter,3,50,21/08/2021,5343.11,InsufficientFunds,App,1,49,05/10/2021,8915.56,TechnicalError,Branch,1,52,,,,,,,,,,,,,109,08/03/2025,184,23/01/2025,172,28/05/2025,,,178,02/09/2025
300515,24/06/1948,77,Female,39100,5,Medium,1,1,Expired,18/07/2016,6635.67,CardExpired,Branch,3,137,01/09/2016,6349.11,InsufficientFunds,CallCenter,2,153,16/10/2016,4991.93,TechnicalError,Branch,2,161,30/11/2016,9218.83,InsufficientFunds,Branch,1,55,14/01/2017,5340.7,CardExpired,App,2,16,112,11/07/2024,,,,,168,11/02/2025,,
300516,16/10/1959,66,Other,34400,3,Low,3,0,Expired,09/04/2023,9064.74,CardExpired,CallCenter,2,116,,,,,,,,,,,,,,,,,,,,,,,,,160,11/02/2025,192,20/08/2025,,,,,,
300517,25/03/2001,24,Other,35718,2,Medium,4,1,Blocked,03/11/2015,7342.35,CardExpired,App,1,96,18/12/2015,1662.74,TechnicalError,CallCenter,2,159,01/02/2016,2285.54,CardExpired,CallCenter,2,55,,,,,,,,,,,,,,,137,09/06/2024,,,169,24/09/2024,,
300518,18/06/1960,65,Female,43331,9,Medium,3,0,Active,20/03/2025,2822.14,TechnicalError,App,2,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,31/07/2025
300519,16/04/1957,68,Other,23289,7,High,1,1,Blocked,30/12/2020,3473.19,TechnicalError,Branch,3,31,13/02/2021,9500.3,InsufficientFunds,CallCenter,1,109,,,,,,,,,,,,,,,,,,,179,20/09/2024,,,,,,,154,08/09/2025
300520,20/07/1984,41,Male,69138,2,Medium,4,1,Expired,12/10/2023,2280.79,TechnicalError,CallCenter,1,6,26/11/2023,8787.65,InsufficientFunds,CallCenter,3,70,10/01/2024,6062.22,InsufficientFunds,Branch,1,122,24/02/2024,3650.88,TechnicalError,Branch,3,42,09/04/2024,9717.71,CardExpired,Branch,2,146,,,,,109,30/09/2024,,,,
300521,22/08/1947,78,Male,94515,5,Low,1,0,Expired,02/05/2020,9444.18,CardExpired,Branch,2,37,16/06/2020,6428.51,CardExpired,CallCenter,2,68,31/07/2020,8451.42,InsufficientFunds,Branch,2,46,14/09/2020,3401.15,CardExpired,Branch,2,100,29/10/2020,3397.39,InsufficientFunds,Branch,1,128,186,07/08/2024,127,04/09/2024,,,,,,
300522,10/08/1990,35,Other,58821,1,High,2,1,Blocked,16/03/2018,2364.19,TechnicalError,CallCenter,2,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,20/02/2025,,,,
300523,14/05/1997,28,Other,42066,6,Medium,3,1,Expired,12/05/2023,1120.66,InsufficientFunds,App,2,98,26/06/2023,3003.5,TechnicalError,App,3,98,10/08/2023,3820.97,CardExpired,Branch,3,36,24/09/2023,5987.26,TechnicalError,App,2,107,08/11/2023,5188.52,TechnicalError,App,3,91,,,,,199,31/07/2024,199,20/08/2024,147,07/06/2024
300524,17/10/1978,47,Male,11478,8,Low,3,0,Blocked,17/08/2022,5228.27,InsufficientFunds,App,2,162,01/10/2022,7347.83,CardExpired,App,1,32,15/11/2022,740.3,InsufficientFunds,App,2,51,,,,,,,,,,,,,104,07/09/2024,,,,,137,01/06/2025,,
300525,17/02/1998,28,Other,61589,2,Low,4,0,Active,12/03/2021,2676.97,InsufficientFunds,Branch,1,17,26/04/2021,403.99,InsufficientFunds,Branch,1,162,,,,,,,,,,,,,,,,,,,,,,,,,132,08/02/2026,,
300526,12/02/2004,21,Other,58660,9,High,1,0,Blocked,18/02/2017,7328.3,InsufficientFunds,CallCenter,3,9,04/04/2017,8099.63,TechnicalError,Branch,3,4,19/05/2017,2968.68,TechnicalError,App,2,89,,,,,,,,,,,,,,,196,26/11/2025,,,,,116,09/01/2025
300527,15/11/1946,80,Male,17472,6,High,2,0,Active,09/02/2018,5764.45,InsufficientFunds,App,3,107,26/03/2018,5059.37,TechnicalError,CallCenter,1,57,,,,,,,,,,,,,,,,,,,191,03/09/2025,,,,,,,,
300528,12/09/1967,58,Male,24013,6,Low,3,0,Active,22/11/2019,5600.08,TechnicalError,App,1,38,06/01/2020,3487.37,CardExpired,App,2,80,20/02/2020,9166.57,TechnicalError,CallCenter,3,55,,,,,,,,,,,,,124,02/06/2025,,,,,158,13/11/2025,190,19/06/2025
300529,10/06/1998,28,Male,53309,5,Low,1,1,Blocked,25/05/2022,3287.24,TechnicalError,Branch,3,23,09/07/2022,1615.98,CardExpired,Branch,3,79,,,,,,,,,,,,,,,,,,,,,193,16/10/2025,,,,,,
300530,12/08/1948,78,Male,53967,7,Medium,3,1,Expired,20/03/2016,8536.26,CardExpired,App,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,30/05/2025
300531,24/11/1964,61,Other,15219,4,High,3,1,Expired,08/04/2018,6329.97,InsufficientFunds,Branch,2,121,23/05/2018,7708.96,TechnicalError,App,1,84,07/07/2018,758.51,CardExpired,Branch,3,179,21/08/2018,7734.84,InsufficientFunds,CallCenter,1,92,,,,,,,178,15/03/2025,,,,,111,13/07/2025,184,27/09/2025
300532,02/12/1978,48,Other,69731,5,Low,3,0,Active,06/01/2019,5806.5,InsufficientFunds,CallCenter,2,90,20/02/2019,1238.13,TechnicalError,Branch,2,167,06/04/2019,9344.65,TechnicalError,Branch,2,27,21/05/2019,8723.05,TechnicalError,CallCenter,3,128,05/07/2019,4184.73,InsufficientFunds,App,3,145,182,07/01/2026,,,,,,,,
300533,10/01/1950,75,Other,36349,9,Low,3,1,Blocked,21/10/2015,2344.74,InsufficientFunds,Branch,3,32,05/12/2015,9056.02,CardExpired,Branch,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,112,01/08/2025
300534,11/07/2005,20,Male,52747,7,Medium,1,1,Active,26/06/2015,5859.93,TechnicalError,App,2,96,,,,,,,,,,,,,,,,,,,,,,,,,140,08/09/2024,,,,,,,,
300535,20/12/1942,83,Male,80400,3,Medium,4,0,Active,07/12/2016,3768.3,TechnicalError,App,2,141,21/01/2017,9009.8,CardExpired,App,1,168,07/03/2017,3815.13,TechnicalError,CallCenter,3,162,21/04/2017,9827.61,TechnicalError,Branch,2,76,05/06/2017,1195.79,InsufficientFunds,App,3,133,177,16/09/2024,,,,,,,,
300536,22/01/1974,52,Female,69001,7,Medium,1,0,Expired,10/06/2021,9496.46,InsufficientFunds,Branch,2,166,25/07/2021,202.01,TechnicalError,Branch,3,141,08/09/2021,9642.49,CardExpired,CallCenter,2,165,23/10/2021,1612.28,InsufficientFunds,CallCenter,3,130,,,,,,,196,07/10/2025,,,131,01/05/2025,,,,
300537,12/11/1952,73,Other,12732,8,Medium,1,0,Expired,04/09/2015,9382.81,InsufficientFunds,Branch,3,150,,,,,,,,,,,,,,,,,,,,,,,,,,,118,09/10/2024,108,17/11/2024,,,135,11/07/2024
300538,11/04/1975,51,Female,11808,9,Medium,3,0,Expired,29/05/2019,8895.96,InsufficientFunds,Branch,3,109,13/07/2019,1282.92,CardExpired,App,3,36,27/08/2019,1770.42,InsufficientFunds,CallCenter,3,155,,,,,,,,,,,,,148,05/09/2025,193,27/11/2025,,,174,27/07/2025,,
300539,19/05/1988,37,Female,20215,1,High,4,0,Expired,13/10/2023,805.57,CardExpired,App,2,12,27/11/2023,7811.99,InsufficientFunds,Branch,1,73,11/01/2024,2356.36,TechnicalError,Branch,3,157,25/02/2024,1047.77,InsufficientFunds,CallCenter,3,41,10/04/2024,2824.45,CardExpired,CallCenter,1,168,131,04/11/2024,182,13/03/2025,,,143,14/05/2025,,
300540,18/01/1941,84,Female,62424,9,High,3,0,Active,03/01/2019,6430.12,TechnicalError,App,1,43,17/02/2019,4286.71,TechnicalError,App,1,135,03/04/2019,8900.11,InsufficientFunds,Branch,1,175,18/05/2019,8631.78,InsufficientFunds,Branch,3,167,,,,,,,169,11/11/2024,132,12/01/2025,,,,,104,16/03/2025
300541,03/07/1998,27,Male,57002,9,High,4,0,Blocked,05/07/2015,9655.29,InsufficientFunds,App,2,26,19/08/2015,735.58,InsufficientFunds,Branch,2,31,03/10/2015,3500.03,TechnicalError,CallCenter,2,157,,,,,,,,,,,,,,,150,04/10/2024,,,,,149,08/02/2025
300542,08/10/1995,30,Other,72251,6,Low,4,1,Expired,10/03/2024,5976.69,InsufficientFunds,CallCenter,3,36,24/04/2024,9017.02,TechnicalError,App,3,156,08/06/2024,7360.78,CardExpired,Branch,1,138,,,,,,,,,,,,,,,121,27/10/2024,196,02/08/2024,178,21/02/2025,,
300543,20/01/1953,73,Male,27170,9,Low,1,0,Expired,27/06/2020,388.25,TechnicalError,App,1,122,11/08/2020,7094.93,CardExpired,CallCenter,2,14,25/09/2020,7849.88,InsufficientFunds,App,3,8,09/11/2020,8439.9,CardExpired,CallCenter,1,158,24/12/2020,8234.44,CardExpired,App,2,106,154,01/12/2025,134,22/03/2025,116,03/08/2025,170,23/02/2025,195,30/06/2025
300544,05/08/2002,23,Male,39573,8,High,3,0,Expired,08/02/2018,5668.22,InsufficientFunds,App,2,81,25/03/2018,8021.47,CardExpired,App,2,121,09/05/2018,6338.92,InsufficientFunds,App,3,135,23/06/2018,4438.86,InsufficientFunds,CallCenter,2,55,,,,,,,161,10/03/2025,108,18/09/2024,,,139,06/08/2025,,
300545,22/08/1973,52,Other,84587,8,Low,4,1,Expired,25/03/2019,9071.14,TechnicalError,App,1,157,09/05/2019,5488.64,TechnicalError,App,2,129,23/06/2019,3637.7,TechnicalError,CallCenter,2,51,,,,,,,,,,,,,,,,,,,,,,
300546,16/01/2006,20,Female,79879,3,High,1,0,Blocked,19/07/2021,698.26,InsufficientFunds,CallCenter,1,29,02/09/2021,9406.81,InsufficientFunds,Branch,1,61,17/10/2021,6567.96,CardExpired,App,3,59,,,,,,,,,,,,,191,29/01/2026,168,01/07/2025,,,,,180,18/05/2025
300547,22/06/2006,19,Male,53745,3,Medium,3,1,Expired,15/11/2018,4677.45,TechnicalError,CallCenter,1,86,30/12/2018,9144.73,InsufficientFunds,Branch,3,18,13/02/2019,5270.54,CardExpired,Branch,2,83,30/03/2019,7878.29,CardExpired,Branch,1,143,14/05/2019,5715.69,CardExpired,CallCenter,3,113,,,,,119,05/09/2024,,,192,24/07/2024
300548,05/06/2003,22,Male,85328,3,Low,2,1,Active,15/11/2022,4754.64,CardExpired,Branch,1,5,30/12/2022,3407.53,InsufficientFunds,Branch,1,65,13/02/2023,5742.77,InsufficientFunds,App,2,68,,,,,,,,,,,,,,,177,08/07/2025,,,,,,
300549,16/02/1984,42,Other,73160,2,High,2,0,Blocked,03/02/2023,8440.22,InsufficientFunds,CallCenter,3,61,20/03/2023,7682.75,TechnicalError,CallCenter,3,3,04/05/2023,957.55,InsufficientFunds,App,1,88,18/06/2023,337.35,CardExpired,App,2,16,02/08/2023,5374.04,TechnicalError,Branch,3,169,,,139,21/12/2025,,,,,,
300550,02/04/1976,49,Male,87274,6,Medium,1,0,Blocked,19/01/2016,8514.07,CardExpired,CallCenter,3,129,04/03/2016,404.32,CardExpired,Branch,3,146,18/04/2016,7138.08,TechnicalError,Branch,2,74,02/06/2016,6813.79,InsufficientFunds,App,3,164,,,,,,,,,,,154,25/01/2025,,,109,18/08/2024
300551,02/01/1964,61,Other,12250,8,Medium,2,1,Blocked,21/12/2019,1606.43,CardExpired,Branch,1,28,04/02/2020,3960.47,InsufficientFunds,App,2,96,20/03/2020,3817.51,CardExpired,CallCenter,3,173,,,,,,,,,,,,,,,142,09/03/2025,,,,,171,13/07/2025
300552,10/01/1956,70,Male,21327,1,Low,3,0,Blocked,27/05/2024,6379.73,CardExpired,Branch,3,69,11/07/2024,418.69,InsufficientFunds,Branch,3,111,25/08/2024,1065.72,InsufficientFunds,App,1,36,09/10/2024,8106.9,InsufficientFunds,CallCenter,3,171,,,,,,,117,20/09/2025,186,09/04/2026,,,130,07/08/2025,,
300553,24/09/1964,61,Other,92004,7,Low,3,1,Active,16/11/2022,4559.48,CardExpired,App,1,55,31/12/2022,6809.42,TechnicalError,App,1,101,,,,,,,,,,,,,,,,,,,,,155,14/09/2024,183,07/03/2025,,,,
300554,23/10/2004,22,Other,30058,4,High,1,1,Blocked,28/04/2021,640.11,TechnicalError,CallCenter,3,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,20/05/2025,,
300555,01/10/1965,60,Male,40123,1,Low,1,0,Blocked,13/11/2023,7692.72,TechnicalError,App,1,153,,,,,,,,,,,,,,,,,,,,,,,,,139,15/11/2024,178,11/11/2024,,,,,,
300556,27/01/1964,62,Other,41398,3,Low,2,0,Expired,14/05/2016,3762.77,CardExpired,Branch,1,20,,,,,,,,,,,,,,,,,,,,,,,,,102,23/07/2025,,,131,08/11/2025,138,28/06/2025,109,07/07/2025
300557,21/12/1953,72,Other,77139,1,Medium,1,1,Active,18/12/2016,8514.93,InsufficientFunds,CallCenter,1,151,,,,,,,,,,,,,,,,,,,,,,,,,175,29/09/2024,,,,,120,13/04/2025,198,29/09/2024
300558,02/09/1955,70,Other,38896,3,High,1,1,Expired,01/09/2022,5831.98,InsufficientFunds,Branch,2,38,16/10/2022,7847.04,CardExpired,App,2,134,30/11/2022,3614.61,TechnicalError,CallCenter,3,36,14/01/2023,9249.41,InsufficientFunds,App,3,96,28/02/2023,2389.44,InsufficientFunds,CallCenter,3,115,170,07/12/2024,,,127,15/02/2025,,,148,11/06/2024
300559,19/06/2000,25,Male,75555,6,High,4,1,Blocked,28/07/2018,8685.08,InsufficientFunds,CallCenter,3,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,30/07/2024,165,10/12/2024,191,30/10/2024
300560,01/05/1987,38,Female,17748,7,Medium,1,1,Blocked,18/09/2020,5830.45,CardExpired,CallCenter,1,92,02/11/2020,7111.78,InsufficientFunds,App,3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300561,15/12/1992,33,Other,50423,7,Low,3,0,Expired,29/05/2016,1523.4,InsufficientFunds,CallCenter,1,143,13/07/2016,9830.76,CardExpired,Branch,2,75,,,,,,,,,,,,,,,,,,,171,11/06/2025,148,21/02/2025,178,17/03/2025,,,170,26/11/2025
